text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
shopping mall visit,shopping mall visit,shopping,shopping,stress,-0.52,0.86,manual,hinglish,False,,2025-03-28
netflix renewal,netflix renewal,subscription,subscription,happy,0.68,0.88,sms,english,False,,2025-02-02
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.66,0.94,manual,hinglish,False,,2025-04-23
fuel refill before work,fuel refill before work,commute,fuel,regret,-0.52,0.85,sms,hinglish,False,,2024-08-21
netflix renewal,netflix renewal,subscription,subscription,happy,0.7,0.92,sms,english,False,,2025-04-19
food delivery after work,food delivery after work,food_order,dining,care,0.38,0.84,manual,hinglish,False,,2024-10-13
vet consultation,vet consultation,pet_care,medical,neutral,-0.03,0.92,sms,english,False,,2024-04-08
took rapido bike,took rapido bike,commute,cab,happy,0.71,0.97,manual,hinglish,False,,2024-06-14
movie night,movie night,entertainment,entertainment,happy,0.69,0.92,sms,hinglish,False,,2025-01-26
late night food craving,late night food craving,food_order,dining,care,0.26,0.95,sms,english,False,,2024-05-02
doctor visit,doctor visit,health,medical,casual,0.27,0.94,sms,english,False,,2025-05-12
shopping mall visit,shopping mall visit,shopping,shopping,neutral,0.13,0.91,sms,english,False,,2024-02-26
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.53,0.92,manual,hinglish,False,,2024-05-27
auto ride home,auto ride home,commute,fuel,neutral,-0.0,0.97,sms,hinglish,False,,2024-07-31
app premium plan,app premium plan,subscription,subscription,casual,0.22,0.98,sms,english,False,,2024-08-02
electricity bill paid,electricity bill paid,bill_payment,electricity,regret,-0.59,0.82,sms,english,False,,2024-07-04
netflix renewal,netflix renewal,subscription,subscription,casual,0.3,0.97,sms,hinglish,False,,2024-04-13
weekend outing,weekend outing,entertainment,entertainment,stress,-0.51,0.84,manual,english,False,,2024-03-31
internet bill cleared,internet bill cleared,bill_payment,electricity,neutral,0.09,0.98,manual,english,False,,2024-12-11
clinic consultation,clinic consultation,health,medical,impulsive,-0.27,0.99,sms,hinglish,False,,2025-05-12
concert ticket,concert ticket,entertainment,entertainment,happy,0.58,0.88,sms,hinglish,False,,2024-03-14
auto ride home,auto ride home,commute,fuel,care,0.36,0.94,sms,english,False,,2025-05-03
netflix renewal,netflix renewal,subscription,subscription,anxiety,-0.8,0.96,sms,english,False,,2025-03-10
swiggy dinner order,swiggy dinner order,food_order,dining,stress,-0.45,0.9,manual,english,False,,2025-03-29
learning platform subscription,learning platform subscription,education,education,regret,-0.54,0.84,sms,hinglish,False,,2025-01-22
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,care,0.4,0.98,manual,english,False,,2024-09-19
ate outside today,ate outside today,food_order,dining,stress,-0.49,0.97,sms,english,False,,2024-07-09
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,impulsive,-0.36,0.96,manual,english,False,,2024-10-06
book purchase,book purchase,education,education,care,0.25,0.88,manual,english,False,,2024-09-09
netflix renewal,netflix renewal,subscription,subscription,neutral,0.07,0.98,manual,english,False,,2025-04-24
gaming subscription,gaming subscription,entertainment,entertainment,stress,-0.48,0.89,manual,english,False,,2024-02-09
engine oil change,engine oil change,vehicle_maintenance,fuel,anxiety,-0.81,0.96,sms,hinglish,False,,2025-01-08
health checkup,health checkup,health,medical,care,0.35,0.97,manual,english,False,,2024-04-22
swiggy dinner order,swiggy dinner order,food_order,dining,stress,-0.45,0.92,sms,hinglish,False,,2024-08-02
ola cab to office,ola cab to office,commute,cab,stress,-0.6,0.88,sms,hinglish,False,,2024-10-19
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.26,0.89,sms,hinglish,False,,2025-01-10
car service today,car service today,vehicle_maintenance,fuel,stress,-0.5,0.94,sms,hinglish,False,,2024-03-07
concert ticket,concert ticket,entertainment,entertainment,impulsive,-0.38,0.83,sms,hinglish,False,,2024-11-01
food delivery after work,food delivery after work,food_order,groceries,impulsive,-0.42,0.9,sms,english,False,,2024-09-08
junk food again 😐,junk food again,food_order,dining,casual,0.18,0.88,manual,hinglish,False,,2024-07-08
took rapido bike,took rapido bike,commute,cab,care,0.38,0.97,manual,english,False,,2024-10-16
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,casual,0.17,0.95,sms,hinglish,False,,2025-02-25
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,anxiety,-0.69,0.86,manual,english,False,,2025-03-23
food delivery after work,food delivery after work,food_order,dining,stress,-0.58,0.98,manual,hinglish,False,,2024-05-23
engine oil change,engine oil change,vehicle_maintenance,fuel,neutral,0.13,0.83,sms,english,False,,2025-04-24
paid house rent,paid house rent,bill_payment,electricity,impulsive,-0.3,0.93,sms,hinglish,False,,2024-10-04
auto ride home,auto ride home,commute,cab,stress,-0.55,0.87,manual,hinglish,False,,2024-09-07
pet food and vet visit,pet food and vet visit,pet_care,medical,happy,0.7,0.93,manual,english,False,,2025-04-17
car service today,car service today,vehicle_maintenance,fuel,impulsive,-0.31,0.9,manual,hinglish,False,,2024-12-27
online course fee,online course fee,education,education,neutral,0.09,0.85,sms,hinglish,False,,2024-09-20
spotify subscription,spotify subscription,subscription,subscription,impulsive,-0.41,0.86,manual,english,False,,2024-09-06
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,care,0.36,0.97,sms,english,False,,2024-02-02
cloud storage plan,cloud storage plan,subscription,subscription,stress,-0.56,0.94,sms,english,False,,2025-02-27
cat food purchase,cat food purchase,pet_care,pet_supplies,anxiety,-0.85,0.87,sms,hinglish,False,,2025-05-01
cat food purchase,cat food purchase,pet_care,medical,impulsive,-0.3,0.86,manual,hinglish,False,,2025-01-12
netflix renewal,netflix renewal,subscription,subscription,anxiety,-0.69,0.89,sms,english,False,,2025-04-25
concert ticket,concert ticket,entertainment,entertainment,anxiety,-0.66,0.87,sms,hinglish,False,,2024-04-11
cloud storage plan,cloud storage plan,subscription,subscription,happy,0.62,0.9,manual,hinglish,False,,2024-02-17
junk food again 😐,junk food again,food_order,groceries,casual,0.26,0.96,sms,hinglish,False,,2024-08-05
weekend outing,weekend outing,entertainment,entertainment,regret,-0.57,0.83,sms,english,False,,2025-01-07
ate outside today,ate outside today,food_order,groceries,stress,-0.56,0.88,sms,english,False,,2024-02-03
food delivery after work,food delivery after work,food_order,groceries,stress,-0.5,0.9,manual,hinglish,False,,2024-06-04
spotify subscription,spotify subscription,subscription,subscription,stress,-0.6,0.95,sms,english,False,,2024-03-22
internet bill cleared,internet bill cleared,bill_payment,electricity,regret,-0.66,0.98,manual,hinglish,False,,2024-05-02
spotify subscription,spotify subscription,subscription,subscription,regret,-0.61,0.96,sms,english,False,,2025-04-02
concert ticket,concert ticket,entertainment,entertainment,impulsive,-0.42,0.99,sms,english,False,,2025-04-22
unplanned purchase,unplanned purchase,shopping,shopping,care,0.38,0.84,manual,hinglish,False,,2024-09-20
car service today,car service today,vehicle_maintenance,fuel,stress,-0.49,0.85,sms,english,False,,2024-08-28
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,casual,0.26,0.88,manual,english,False,,2024-12-14
electricity bill paid,electricity bill paid,bill_payment,electricity,regret,-0.67,0.91,sms,english,False,,2025-01-02
mobile recharge done,mobile recharge done,bill_payment,electricity,regret,-0.62,0.95,sms,english,False,,2025-03-18
exam registration,exam registration,education,education,impulsive,-0.42,0.89,manual,english,False,,2024-11-04
bought clothes online,bought clothes online,shopping,shopping,care,0.25,0.97,manual,english,False,,2025-02-20
internet bill cleared,internet bill cleared,bill_payment,rent,anxiety,-0.79,0.93,sms,english,False,,2024-09-19
concert ticket,concert ticket,entertainment,entertainment,anxiety,-0.67,0.95,manual,english,False,,2024-08-30
impulse shopping again 😐,impulse shopping again,shopping,shopping,care,0.27,0.98,sms,english,False,,2025-01-04
exam registration,exam registration,education,education,care,0.27,0.96,sms,english,False,,2024-04-11
dog grooming,dog grooming,pet_care,pet_supplies,casual,0.32,0.96,manual,english,False,,2025-01-08
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,regret,-0.54,0.87,manual,english,False,,2024-05-17
late night food craving,late night food craving,food_order,dining,stress,-0.65,0.99,sms,hinglish,False,,2024-04-15
concert ticket,concert ticket,entertainment,entertainment,casual,0.28,0.97,manual,hinglish,False,,2024-03-15
metro recharge,metro recharge,commute,fuel,neutral,0.01,0.91,sms,hinglish,False,,2025-01-30
electricity bill paid,electricity bill paid,bill_payment,rent,regret,-0.69,0.92,sms,english,False,,2024-12-30
paid house rent,paid house rent,bill_payment,electricity,impulsive,-0.33,0.95,manual,english,False,,2024-03-11
dog grooming,dog grooming,pet_care,medical,casual,0.34,0.83,sms,hinglish,False,,2025-03-23
learning platform subscription,learning platform subscription,education,education,anxiety,-0.83,0.94,manual,english,False,,2024-07-04
ordered food again 😩,ordered food again,food_order,dining,stress,-0.56,0.94,manual,hinglish,False,,2025-03-01
late night food craving,late night food craving,food_order,dining,neutral,-0.0,0.88,sms,english,False,,2024-11-23
electricity bill paid,electricity bill paid,bill_payment,rent,happy,0.55,0.95,sms,hinglish,False,,2024-06-12
mobile recharge done,mobile recharge done,bill_payment,electricity,impulsive,-0.33,0.83,sms,hinglish,False,,2024-04-19
clinic consultation,clinic consultation,health,medical,anxiety,-0.77,0.98,manual,english,False,,2024-09-14
movie night,movie night,entertainment,entertainment,regret,-0.59,0.93,manual,hinglish,False,,2024-12-13
doctor visit,doctor visit,health,medical,impulsive,-0.39,0.86,sms,hinglish,False,,2024-04-21
ordered food again 😩,ordered food again,food_order,groceries,stress,-0.56,0.99,sms,hinglish,False,,2025-04-26
exam registration,exam registration,education,education,regret,-0.63,0.93,sms,english,False,,2025-01-10
online course fee,online course fee,education,education,anxiety,-0.78,0.94,manual,english,False,,2024-11-13
paid house rent,paid house rent,bill_payment,mobile_bill,care,0.38,0.94,manual,hinglish,False,,2025-01-30
food delivery after work,food delivery after work,food_order,dining,casual,0.15,0.98,manual,english,False,,2025-01-25
car service today,car service today,vehicle_maintenance,fuel,anxiety,-0.75,0.86,sms,hinglish,False,,2025-02-10
movie night,movie night,entertainment,entertainment,regret,-0.61,0.89,manual,english,False,,2024-07-27
auto ride home,auto ride home,commute,fuel,stress,-0.6,0.87,manual,hinglish,False,,2024-05-07
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,casual,0.18,0.88,manual,english,False,,2025-04-12
cat food purchase,cat food purchase,pet_care,medical,casual,0.17,0.93,manual,english,False,,2025-04-03
ola cab to office,ola cab to office,commute,cab,happy,0.63,0.93,manual,hinglish,False,,2024-12-28
swiggy dinner order,swiggy dinner order,food_order,dining,neutral,0.01,0.88,sms,english,False,,2025-01-15
cat food purchase,cat food purchase,pet_care,pet_supplies,neutral,0.06,0.87,manual,english,False,,2024-03-25
learning platform subscription,learning platform subscription,education,education,stress,-0.53,0.95,sms,hinglish,False,,2025-04-21
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,care,0.43,0.87,manual,hinglish,False,,2025-02-21
paid house rent,paid house rent,bill_payment,rent,care,0.35,0.84,manual,english,False,,2024-11-19
fuel refill before work,fuel refill before work,commute,cab,neutral,0.02,0.89,manual,hinglish,False,,2024-12-29
exam registration,exam registration,education,education,casual,0.31,0.86,manual,hinglish,False,,2025-02-04
clinic consultation,clinic consultation,health,medical,care,0.26,0.82,manual,hinglish,False,,2024-08-10
medicines bought,medicines bought,health,medical,casual,0.18,0.86,manual,hinglish,False,,2024-09-05
swiggy dinner order,swiggy dinner order,food_order,dining,casual,0.21,0.95,sms,english,False,,2024-04-19
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,stress,-0.61,0.91,manual,english,False,,2024-09-12
learning platform subscription,learning platform subscription,education,education,casual,0.22,0.85,manual,english,False,,2024-05-22
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,neutral,-0.02,0.87,manual,hinglish,False,,2025-02-08
shopping mall visit,shopping mall visit,shopping,shopping,regret,-0.62,0.92,sms,hinglish,False,,2024-11-29
impulse shopping again 😐,impulse shopping again,shopping,shopping,care,0.35,0.98,manual,english,False,,2024-10-20
book purchase,book purchase,education,education,neutral,0.04,0.9,manual,english,False,,2024-10-28
clinic consultation,clinic consultation,health,medical,stress,-0.51,0.89,manual,hinglish,False,,2024-07-14
ola cab to office,ola cab to office,commute,fuel,impulsive,-0.37,0.98,manual,english,False,,2024-08-14
exam registration,exam registration,education,education,anxiety,-0.75,0.9,sms,hinglish,False,,2024-12-27
late night food craving,late night food craving,food_order,dining,regret,-0.63,0.95,sms,english,False,,2024-06-07
learning platform subscription,learning platform subscription,education,education,happy,0.72,0.98,sms,english,False,,2025-03-12
late night food craving,late night food craving,food_order,groceries,care,0.28,0.82,sms,english,False,,2024-04-21
book purchase,book purchase,education,education,care,0.27,0.93,sms,hinglish,False,,2024-08-11
impulse shopping again 😐,impulse shopping again,shopping,shopping,stress,-0.61,0.86,manual,hinglish,False,,2024-01-29
concert ticket,concert ticket,entertainment,entertainment,happy,0.66,0.89,sms,english,False,,2024-11-20
late night food craving,late night food craving,food_order,dining,care,0.35,0.96,manual,hinglish,False,,2024-04-26
electricity bill paid,electricity bill paid,bill_payment,electricity,care,0.25,0.85,sms,hinglish,False,,2024-07-21
took rapido bike,took rapido bike,commute,fuel,care,0.33,0.91,sms,hinglish,False,,2025-01-03
paid house rent,paid house rent,bill_payment,rent,happy,0.58,0.99,manual,hinglish,False,,2024-12-22
spotify subscription,spotify subscription,subscription,subscription,happy,0.69,0.82,sms,english,False,,2024-02-06
doctor visit,doctor visit,health,medical,happy,0.66,0.83,manual,english,False,,2024-09-27
health checkup,health checkup,health,medical,happy,0.75,0.95,sms,english,False,,2024-10-21
auto ride home,auto ride home,commute,fuel,regret,-0.56,0.88,manual,english,False,,2024-05-13
app premium plan,app premium plan,subscription,subscription,happy,0.58,0.92,sms,hinglish,False,,2024-12-13
medicines bought,medicines bought,health,medical,regret,-0.69,0.84,manual,hinglish,False,,2024-06-06
book purchase,book purchase,education,education,stress,-0.58,0.95,manual,hinglish,False,,2024-05-10
book purchase,book purchase,education,education,casual,0.2,0.93,sms,hinglish,False,,2024-02-06
